Word	GTruth
అవున్సార్	అవున్సార్
అసలు	అసలు
అసలుకి	అసలు
అసలే	అసలు
అహోబలపతి	అహోబల
అహోబలపతికి	అహోబల
ఆ	ఆ
ఆకలికి	ఆకలి
ఆచి	ఆచి
ఆత్మీయత	ఆత్మీయ
ఆదిత్య	ఆదిత్య
ఆదిత్యకు	ఆదిత్య
ఆదిత్యకుగానీ	ఆదిత్య
ఆదిత్యను	ఆదిత్య
ఆదిత్యల	ఆదిత్య
ఆదిత్యా	ఆదిత్య
ఆదివారం	ఆదివారం
ఆన్	ఆన్
ఆపాదమస్తకాన్నీ	ఆపాదమస్తక
ఆఫ్	ఆఫ్
ఆమె	ఆమె
ఆమెను	ఆమె
ఆరవేసి	ఆరవే
ఆరాటంగా	ఆరాటం
ఆరూ	ఆరు
ఆర్ద్రీభూతమై	ఆర్ద్రీభూత
ఆలస్యం	ఆలస్య
ఆవేదన	ఆవేదన
ఆవేశం	ఆవేశ
ఆవేశంగా	ఆవేశ
ఆవేశమే	ఆవేశ
ఆవేశాన్ని	ఆవేశ
ఆశ	ఆశ
ఆశ్చర్యంగా	ఆశ్చర్య
ఆసక్తితో	ఆసక్తి
ఆసరికే	ఆసరి
ఇంకోళ్ళ	ఇంకో
ఇంటరాగేషన్	ఇంటరాగేషన్
ఇంటలెక్చువల్	ఇంటలెక్చువల్
ఇంటివి	ఇంట
ఇంట్లో	ఇంట
ఇంత	ఇంత
ఇందులో	ఇందు
ఇటు	ఇటు
ఇట్లాంటి	ఇట్ల
ఇనపచువ్వల	ఇనపచువ్వ
ఇప్పటికీ	ఇప్పుడు
ఇప్పుడు	ఇప్పుడు
ఇబ్బంది	ఇబ్బంది
ఇరికించాడు	ఇరికించు
ఇలా	ఇల
ఇలాంటి	ఇల
ఈ	ఈ
ఈసారికి	ఈసారి
ఉండకూడనిది	ఉండకు
ఉతికి	ఉతిక
ఉదయంపూట	ఉదయ
ఉపయోగించారా	ఉపయోగ
ఊబిలోకి	ఊబి
ఊరు	ఊరు
ఊర్లో	ఊరు
ఊళ్ళోంచి	ఊరు
ఎండమావుల్ని	ఎండమావుల
ఎంతటి	ఎంత
ఎంతో	ఎంత
ఎందుకనో	ఎందుకు
ఎందుకు	ఎందుకు
ఎందుకో	ఎందుకు
ఎక్కడా	ఎక్కడ
ఎక్కడో	ఎక్కడ
ఎక్కువ	ఎక్కువ
ఎదురయ్యే	ఎదురు
ఎదురు	ఎదురు
ఎదురుగా	ఎదురు
ఎన్నడూ	ఎన్నడు
ఎన్నాళ్లు	ఎన్నాళ్లు
ఎన్నాళ్ళు	ఎన్నాళ్లు
ఎప్పుడు	ఎప్పుడు
ఎప్పుడో	ఎప్పుడు
ఎలా	ఎలా
ఎలాగో	ఎలా
ఎవరి	ఎవరు
ఎవరికీ	ఎవరు
ఎవరు	ఎవరు
ఎవరూ	ఎవరు
ఎవర్ని	ఎవరు
ఎస్	ఎస్
ఎస్కేప్	ఎస్కేప్
ఏ	ఏ
ఏం	ఏం
ఏడుస్తుంటే	ఏడు
ఏదో	ఏది
ఏమని	ఏమి
ఏమిటి	ఏమి
ఏమిటేమిటో	ఏమి
ఏమీ	ఏమి
ఒక	ఒక
ఒక్క	ఒక్క
ఒక్కటి	ఒక్క
ఒక్కొక్క	ఒక్క
ఓ	ఓ
ఓదార్పు	ఓదార్పు
ఓదార్పుగా	ఓదార్పు
కంటే	కంటే
కక్ష	కక్ష
కడుక్కుంటూ	కడుగు
కడుక్కొని	కడుగు
కడుపు	కడుపు
కడుపులోంచి	కడుపు
కదా	కదా
కదిలాడ	కదిల
కదూ	కదూ
కనబడని	కనబడ
కనిపించకుండా	కనిపించక
కనిపించని	కనిపించని
కనిపించాయి	కనిపించ
కనుకొలకుల్లోంచి	కనుకొలకుల్లోంచి
కనురెప్పల	కనురెప్ప
కనురెప్పలమీద	కనురెప్ప
కన్నది	కన్న
కన్నా	కన్నా
కన్నీటి	కన్నీరు
కన్నీరు	కన్నీరు
కన్పించే	కన్పించ
కన్పిస్తోంది	కన్పిపిస్తు
కప్ప	కప్ప
కరుణామయి	కరుణ
కరుస్తుందో	కరుస్తు
కరెన్సీ	కరెన్సీ
కల్గించటానికే	కల్గించు
కళ్ళంట	కళ్ళు
కళ్ళలో	కళ్ళు
కళ్ళు	కళ్ళు
కష్టంగా	కష్టం
కసి	కసి
కాదా	కాదు
కాదు	కాదు
కానీ	కాని
కాఫీ	కాఫి
కాబట్టి	కాబట్టి
కారిన	కారి
కాలేజీలో	కాలేజీ
కావడంతో	కావడం
కావడానికి	కావడం
కావల్సినవి	కావలిసి
కావాలట	కావాలి
కి	కి
కిందకు	కింద
కిచెన్	కిచెన్
కిటికీలోంచి	కిటికి
కీ	కీ
కు	కు
కుక్కర్లో	కుక్కర్
కుమార్	కుమార్
కుమిలి	కుమిలి
కూడా	కూడా
కూతురు	కూతురు
కూర్చుంది	కూర్చు
కూర్చుని	కూర్చు
కే	కే
కొండల్ని	కొండ
కొంత	కొంత
కొత్త	కొత్త
కొన్ని	కొన్ని
కోపం	కోపం
కోపంగా	కోపం
కోపాన్ని	కోపం
కోల్పోయావో	కోల్పోవు
కోసం	కోసం
కోసమే	కోసం
క్రిమినల్	క్రిమినల్
క్షణంలో	క్షణం
క్షణంలోనే	క్షణం
ఖాళీగా	ఖాళీ
ఖైదీల	ఖైదీ
గడిచాయి	గడిచి
గడియారంలా	గడియారం
గడ్డివాము	గడ్డివాము
గత	గత
గదిలో	గది
గనుక	గనుక
గానీ	గానీ
గార్డినర్	గార్డినర్
గిన్నెలోకి	గిన్నె
గిర్రున	గిర్ర
గుండె	గుండె
గురించి	గురించి
గుర్తుకు	గుర్తుక
గుర్రం	గుర్రం
గొంతు	గొంతు
గొప్ప	గొప్ప
గొప్పది	గొప్ప
గోడకి	గోడ
గ్లాసును	గ్లాసు
ఘూర్ణిల్లుతున్న	ఘూర్ణిల్లుతు
చదివావా	చదువు
చప్పుడు	చప్పుడు
చాకలి	చాకలి
చాలా	చాల
చాలు	చాలు
చికాకును	చికాకు
చీకటి	చీకటి
చుక్క	చుక్క
చూడగానే	చూడ
చూడాలని	చూడ
చూపి	చూప
చూపిస్తాను	చూప
చూశాడు	చూశ
చూశాను	చూశ
చూసింది	చూస
చూస్తూ	చూస
చూస్తే	చూస
చెపుతారా	చెపు
చెప్పాడు	చెప్ప
చెప్పాను	చెప్ప
చెప్పాలి	చెప్ప
చెప్పి	చెప్ప
చెప్పిన	చెప్ప
చెప్పేసి	చెప్ప
చెప్పేస్తే	చెప్ప
చెయ్యడం	చెయ్య
చెయ్యడానికి	చెయ్య
చెయ్యి	చెయ్య
చేత	చేత
చేతి	చేతి
చేతిలోని	చేతి
చేతులు	చేతి
చేదు	చేదు
చేయడం	చేయ
చేయి	చేయి
చేయించాలని	చేయి
చేరబడి	చేర
చేసిన	చేస
చేసుకునే	చేస
చేస్తారా	చేస
చేస్తావ్	చేస
చొచ్చుకొచ్చిందా	చొచ్చు
జరిగింది	జరిగ
జరిగిన	జరిగ
జాగ్రత్త	జాగ్రత్త
జాగ్రత్తగా	జాగ్రత్త
జాగ్రత్తలు	జాగ్రత్త
జారి	జారు
జీవిత	జీవితం
జీవితం	జీవితం
జీవితంలో	జీవితం
జీవితాన్ని	జీవితం
జైలర్	జైలర్
జైలు	జైలు
టాపిక్	టాపిక్
టిఫిను	టిఫిను
డాల్	డాల్
డిగ్రీ	డిగ్రీ
డిపార్టుమెంటే	డిపార్టుమెంటు
డిపార్ట్	డిపార్ట్
డే	డే
డోర్	డోర్
డ్యూటీలో	డ్యూటీ
తంతే	తంత
తక్కువ	తక్కువ
తడాఖా	తడాఖ
తడి	తడి
తన	తన
తనకే	తన
తనని	తన
తను	తన
తనే	తన
తప్పించుకుని	తప్పించు
తప్పించుకునే	తప్పించు
తయారయి	తయారు
తయారవ్వలేదు	తయారు
తరువాత	తరువాత
తల	తల
తలుపు	తలుపు
తాగి	తాగు
తాను	తాను
తినటం	తినటం
తిప్పుతానో	తిప్పు
తిరిగాయి	తిరుగు
తీసి	తీసు
తీసుకుని	తీసు
తూచి	తూచు
తెలియదు	తెలియు
తెలియని	తెలియు
తెలివి	తెలివి
తెలిసేది	తెలిసి
తెలీదు	తెలీదు
తెలుసా	తెలుసు
త్యాగం	త్యాగం
థర్డ్	థర్డ్
దండించగలడు	దండించు
దగ్గర	దగ్గర
దగ్గరగా	దగ్గర
దగ్గరికి	దగ్గర
దాగవు	దాగు
దానికి	దాని
ది	ది
దిగి	దిగు
దిసీజ్	దిసీజ్
దిస్	దిస్
దుఃఖ	దుఃఖ
దూరం	దూరం
దూరంగా	దూరం
దొరకని	దొరకు
ద్వారా	ద్వార
ధరణి	ధరణి
ధరణిది	ధరణి
ధరణిని	ధరణి
ధిగ్గున	ధిగ్గు
నటన	నటన
నన్నా	నన్ను
నన్నీ	నన్ను
నన్ను	నన్ను
నమ్మకం	నమ్మకం
నమ్మకు	నమ్మకం
నరకంలో	నరకం
నరసింహం	నరసింహం
నవ్వు	నవ్వు
నవ్వుతూ	నవ్వు
నా	నా
నాకు	నాకు
నాన్న	నాన్న
నాలుగూ	నాలుగు
నావెల్	నావెల్
నిజంగా	నిజం
నిజమేనా	నిజం
నిజాం	నిజాం
నిట్టూర్పులు	నిట్టూర్పు
నిన్న	నిన్న
నిన్ను	నిన్ను
నిమిషాల	నిమిషం
నిరాశ	నిరాశ
నిర్వాకం	నిర్వాకం
నిర్వికారంగా	నిర్వికారం
నిశ్శబ్దం	నిశ్శబ్దం
నిశ్శబ్దపు	నిశ్శబ్దం
నీ	నీ
నీకు	నీకు
నీటుగా	నీటు
నీడను	నీడ
నీడలా	నీడ
నీలా	నీల
నీలో	నీల
ను	ను
నుంచి	నుంచి
నువ్వు	నువ్వు
నెమ్మదిగా	నెమ్మది
నెలల	నెల
నేనా	నేను
నేను	నేను
నేనూ	నేను
నేరుగా	నేరుగ
నైట్	నైట్
నోటికి	నోటు
నోట్ల	నోటు
పక్కన	పక్క
పగ	పగ
పట్టుకుని	పట్టు
పడడం	పడు
పడేసి	పడు
పడ్డాక	పడు
పని	పని
పనులు	పని
పరిస్థితి	పరిస్థితి
పరిస్థితిని	పరిస్థితి
పరుపు	పరుపు
పలుకుతూ	పలుకు
పసిగట్టేసింది	పసిగట్టు
పాటికి	పాటికి
పాటిస్తే	పాటించు
పాప	పాప
పిస్టల్	పిస్టల్
పునర్జీవింప	పునర్జీవ
పెట్టి	పెట్టు
పెదవుల	పెదవి
పెళ్ళానికి	పెళ్ళాం
పెళ్ళాన్ని	పెళ్ళాం
పెళ్ళి	పెళ్ళి
పేగుల్ని	పేగు
పేరుకున్న	పేరుకును
పొలిటికల్	పొలిటికల్
పోగొట్టడానికి	పోగొట్టు
పోయింది	పోయి
పోలీసు	పోలీసు
పోలీస్	పోలీస్
పోలేదు	పోవు
ప్రపంచం	ప్రపంచం
ప్రపంచంలో	ప్రపంచం
ప్రయత్నంలో	ప్రయత్నం
ప్రయాణానికి	ప్రయాణం
ప్రశాంతమైన	ప్రశాంతం
ప్రశ్న	ప్రశ్న
ప్రశ్నలకు	ప్రశ్న
ప్రశ్నలు	ప్రశ్న
ప్రస్తుతం	ప్రస్తుతం
ప్రిజనర్స్	ప్రిజనర్స్
ప్రెటీ	ప్రెటీ
ప్రెటీని	ప్రెటీ
ప్రేమ	ప్రేమ
ప్లేటును	ప్లేటు
ప్లేట్	ప్లేటు
ప్లేట్లో	ప్లేటు
ఫంక్షన్	ఫంక్షన్
ఫర్	ఫర్
బట్టలు	బట్ట
బతకడం	బతుకు
బతుకు	బతుకు
బయట	బయట
బయటకు	బయట
బయటికి	బయట
బయల్దేరాడు	బయల్దేరు
బయల్దేరారు	బయల్దేరు
బయల్దేరాలి	బయల్దేరు
బయల్ధేరమని	బయల్దేరు
బాధ	బాధ
బాధతో	బాధ
బాధనూ	బాధ
బాబు	బాబు
బిజినెస్	బిజినెస్
బియ్యం	బియ్యం
బుగ్గల	బుగ్గ
బెరుకు	బెరుకు
బేసిన్	బేసిన్
బైటకు	బైట
బొమ్మను	బొమ్మ
బ్యాంక్	బ్యాంక్
బ్రెయిన్	బ్రెయిన్
బ్రేకు	బ్రేకు
భయం	భయం
భయంగా	భయం
భయాన్ని	భయం
భరించడం	భరించు
భర్త	భర్త
భర్తకు	భర్త
భర్తతో	భర్త
భర్తను	భర్త
భార్య	భార్య
భావం	భావం
భోజనం	భోజనం
మంట	మంట
మగ్గుతున్న	మగ్గు
మధ్య	మధ్య
మధ్యా	మధ్య
మన	మన
మనసు	మనసు
మనసుకు	మనసు
మనసులో	మనసు
మనసులోకి	మనసు
మనసులోని	మనసు
మనిషి	మనిషి
మనిషికి	మనిషి
మనిషిని	మనిషి
మరి	మరి
మరీ	మరి
మరో	మరో
మర్డర్	మర్డర్
మలుపు	మలుపు
మల్లంలోనే	మల్లం
మల్లాం	మల్లం
మల్లాంకి	మల్లం
మల్లాంలోనే	మల్లం
మళ్ళీ	మళ్ళీ
మాటకి	మాట
మాటను	మాట
మాటలు	మాట
మాటలే	మాట
మాట్లాడటం	మాట
మాట్లాడావు	మాట
మాట్లాడి	మాట
మాత్రం	మాత్రం
మాత్రమే	మాత్రం
మానవ	మానవ
మానవత్వం	మానవ
మానవత్వాన్ని	మానవ
మామ	మామ
మామయ్య	మామ
మార్చాడు	మార్చు
మిమ్మల్ని	మమ్ము
మీ	మీ
మీకు	మీ
మీతో	మీ
మీద	మీద
మీదుగా	మీద
మీరు	మీరు
ముందు	ముందు
ముస్తాబై	ముస్తాబు
మెంట్లో	మెంట
మెత్తని	మెత్త
మెన్	మెన్
మేడ	మేడ
మై	మై
మ్యూచవల్	మ్యూచవల్
యిక్కడ	యిక్కడ
యిచ్చింది	యిచ్చు
యిదే	యిది
యిస్తే	యిస్తు
యీ	యీ
యు	యు
యువర్	యువర్
రండి	రండి
రగిలే	రగులు
రమణి	రమణి
రమణికి	రమణి
రహస్యంగా	రహస్యం
రాకుండా	రాక
రాత్రి	రాత్రి
రాత్రులు	రాత్రి
రాయిని	రాయి
రాళ్ళు	రాయి
రియల్	రియల్
రిలేషన్స్	రిలేషన్స్
రూమ్	రూమ్
రెండు	రెండు
రోజు	రోజు
రోజుకీ	రోజు
రోజులాగే	రోజు
రోజులు	రోజు
రోజులుగా	రోజు
రోజూ	రోజు
లక్షలు	లక్ష
లీవు	లీవు
లేచి	లేచు
లేడు	లేడు
లేదా	లేదు
లేదు	లేదు
లేనినాడు	లేని
లేవా	లేవు
లైట్లు	లైటు
లో	లో
లోకి	లోకి
లోయల్లో	లోయ
వంట	వంట
వండడానికి	వండు
వండు	వండు
వచ్చాక	వచ్చు
వచ్చాడు	వచ్చు
వచ్చాను	వచ్చు
వత్తి	వత్తి
వదులుకుని	వదులు
వయసులో	వయసు
వరకూ	వరకు
వస్తుంది	వస్తు
వాంటెడ్	వాంటెడ్
వాచ్	వాచ్
వాటితో	వాటి
వాడలా	వాడ
వాడిననా	వాడు
వాడిని	వాడు
వాడు	వాడు
వాతావరణంలో	వాతావరణం
వారం	వారం
వారు	వారు
వాళ్ళకు	వాళ్ళు
వాళ్ళల్లో	వాళ్ళు
వాళ్ళు	వాళ్ళు
వాష్	వాష్
వి	వి
విచిత్రంగా	విచిత్రం
విజయ్	విజయ్
విత్	విత్
వినయంగా	వినయం
విను	విను
విన్నాను	విను
విలువ	విలువ
విల్	విల్
వివరంగా	వివరం
విషయం	విషయం
విషయాలూ	విషయం
విసురుతూ	విసురు
వుంటే	వుంటు
వుండడం	వుండు
వుండదమ్మా	వుండు
వుండమని	వుండు
వుండాలని	వుండు
వుండాల్సిన	వుండు
వుండిపోయాను	వుండు
వుండేందుకు	వుండు
వుండేది	వుండు
వుంది	వుంది
వున్నాను	వున్న
వెనక	వెనుక
వెనుక	వెనుక
వెయిటింగ్	వెయిటింగ్
వెలగడం	వెలుగు
వెలుగులా	వెలుగు
వెళ్తాం	వెళ్తు
వెళ్తూ	వెళ్తు
వెస్	వెస్
వేదన	వేదన
వేపు	వేపు
వేసి	వేసి
వేసింది	వేసి
వేసేసి	వేసి
వేస్ట్	వేస్ట్
వైపు	వైపు
వ్యక్తి	వ్యక్తి
వ్యక్తిని	వ్యక్తి
వ్యవహారం	వ్యవహారం
శతధా	శతధా
శనివారంతో	శనివారం
శ్రమ	శ్రమ
శ్రమేం	శ్రమ
సంగతి	సంగతి
సందేహం	సందేహం
సంబంధం	సంబంధం
సంబంధానికి	సంబంధం
సగం	సగం
సడన్	సడన్
సత్యాన్ని	సత్యం
సమయంలో	సమయం
సమయానికి	సమయం
సముద్రంలో	సముద్రం
సర్దుకొని	సర్దు
సర్ధడం	సర్దు
సలహా	సలహా
సాకుతో	సాకు
సానుభూతి	సానుభూతి
సాయంకాలం	సాయంకాలం
సార్	సార్
సింగడికి	సింగడు
సింగడిలో	సింగడు
సింగడు	సింగడు
సిఎం	సిఎం
సిద్ధంగా	సిద్ధం
సీ	సీ
సున్నితంగా	సున్నితం
సూసైడ్	సూసైడ్
సోమవారం	సోమవారం
స్టోర్	స్టోర్
స్పర్శ	స్పర్శ
స్పష్టంగా	స్పష్టం
స్పిరిట్	స్పిరిట్
స్వయంగా	స్వయం
స్వస్తి	స్వస్తి
హడావుడి	హడావుడి
హత్య	హత్య
హీరో	హీరో
హృదయ	హృదయం
హెచ్చరిక	హెచ్చరిక
హేట్	హేట్
హౌస్	హౌస్
హ్యూమన్	హ్యూమన్
